Task,subject,trial,Split Half,Split OddEven,stimfile,condition,code,previous trial,current trial,correct_response_side,response_repetition,stimulus_TYPE_repetition,resp_1,resp_2,response,distractor,error,post-error,RT
Stroop,7,39,B1,Odd,incongruent_green_orange.jpg,2,incongruent_green_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1734
Stroop,7,40,B1,Even,incongruent_red_blue.jpg,2,incongruent_red_blue,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,813
Stroop,7,41,B1,Odd,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1547
Stroop,7,42,B1,Even,incongruent_orange_green.jpg,2,incongruent_orange_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1312
Stroop,7,43,B1,Odd,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1188
Stroop,7,44,B1,Even,incongruent_green_orange.jpg,2,incongruent_green_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1016
Stroop,7,45,B1,Odd,incongruent_blue_red.jpg,2,incongruent_blue_red,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,750
Stroop,7,46,B1,Even,congruent_red.jpg,1,congruent_red,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,843
Stroop,7,47,B1,Odd,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1219
Stroop,7,48,B1,Even,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,859
Stroop,7,49,B1,Odd,congruent_green.jpg,1,congruent_green,congruent,congruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,921
Stroop,7,50,B1,Even,congruent_red.jpg,1,congruent_red,congruent,congruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1094
Stroop,7,52,B2,Even,incongruent_red_green.jpg,2,incongruent_red_green,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,734
Stroop,7,53,B2,Odd,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,875
Stroop,7,54,B2,Even,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,750
Stroop,7,55,B2,Odd,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,953
Stroop,7,56,B2,Even,incongruent_blue_orange.jpg,2,incongruent_blue_orange,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,953
Stroop,7,57,B2,Odd,incongruent_blue_orange.jpg,2,incongruent_blue_orange,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,859
Stroop,7,58,B2,Even,incongruent_orange_red.jpg,2,incongruent_orange_red,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1047
Stroop,7,59,B2,Odd,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,813
Stroop,7,60,B2,Even,incongruent_green_red.jpg,2,incongruent_green_red,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,953
Stroop,7,61,B2,Odd,incongruent_orange_red.jpg,2,incongruent_orange_red,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,890
Stroop,7,62,B2,Even,incongruent_blue_green.jpg,2,incongruent_blue_green,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,2015
Stroop,7,63,B2,Odd,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,781
Stroop,7,64,B2,Even,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,813
Stroop,7,65,B2,Odd,incongruent_blue_orange.jpg,2,incongruent_blue_orange,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1625
Stroop,7,66,B2,Even,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,813
Stroop,7,67,B2,Odd,incongruent_red_blue.jpg,2,incongruent_red_blue,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,829
Stroop,7,68,B2,Even,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,922
Stroop,7,69,B2,Odd,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,844
Stroop,7,70,B2,Even,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1172
Stroop,7,71,B2,Odd,incongruent_blue_green.jpg,2,incongruent_blue_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,860
Stroop,7,72,B2,Even,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,906
Stroop,7,73,B2,Odd,incongruent_orange_green.jpg,2,incongruent_orange_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1015
Stroop,7,74,B2,Even,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,735
Stroop,7,75,B2,Odd,incongruent_green_orange.jpg,2,incongruent_green_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,2936
Stroop,7,77,B2,Odd,incongruent_green_blue.jpg,2,incongruent_green_blue,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,2016
Stroop,7,78,B2,Even,incongruent_green_red.jpg,2,incongruent_green_red,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,844
Stroop,7,79,B2,Odd,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,874
Stroop,7,80,B2,Even,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1047
Stroop,7,81,B2,Odd,incongruent_red_green.jpg,2,incongruent_red_green,congruent,incongruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1562
Stroop,7,82,B2,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,891
Stroop,7,83,B2,Odd,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1078
Stroop,7,84,B2,Even,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,843
Stroop,7,85,B2,Odd,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,781
Stroop,7,86,B2,Even,congruent_green.jpg,1,congruent_green,congruent,congruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1094
Stroop,7,87,B2,Odd,incongruent_red_orange.jpg,2,incongruent_red_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,781
Stroop,7,88,B2,Even,incongruent_red_orange.jpg,2,incongruent_red_orange,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,735
Stroop,7,89,B2,Odd,incongruent_green_red.jpg,2,incongruent_green_red,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,703
Stroop,7,90,B2,Even,incongruent_blue_orange.jpg,2,incongruent_blue_orange,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,875
Stroop,7,91,B2,Odd,incongruent_blue_red.jpg,2,incongruent_blue_red,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1047
Stroop,7,92,B2,Even,incongruent_blue_green.jpg,2,incongruent_blue_green,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,703
Stroop,7,93,B2,Odd,incongruent_orange_blue.jpg,2,incongruent_orange_blue,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,875
Stroop,7,94,B2,Even,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,859
Stroop,7,95,B2,Odd,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,796
Stroop,7,96,B2,Even,incongruent_orange_blue.jpg,2,incongruent_orange_blue,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,796
Stroop,7,97,B2,Odd,incongruent_blue_green.jpg,2,incongruent_blue_green,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1719
Stroop,7,98,B2,Even,congruent_red.jpg,1,congruent_red,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,906
Stroop,7,99,B2,Odd,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,937
Stroop,7,100,B2,Even,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1218
Flanker,8,2,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1953
Flanker,8,3,B1,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1733
Flanker,8,4,B1,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1719
Flanker,8,5,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1484
Flanker,8,6,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1485
Flanker,8,7,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1234
Flanker,8,8,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1047
Flanker,8,9,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1250
Flanker,8,10,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1047
Flanker,8,11,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1155
Flanker,8,12,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,921
Flanker,8,13,B1,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,937
Flanker,8,14,B1,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,813
Flanker,8,15,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,812
Flanker,8,16,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1063
Flanker,8,17,B1,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1219
Flanker,8,18,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,859
Flanker,8,19,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,890
Flanker,8,20,B1,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,906
Flanker,8,21,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,703
Flanker,8,22,B1,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1141
Flanker,8,23,B1,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1296
Flanker,8,24,B1,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1187
Flanker,8,25,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,922
Flanker,8,27,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,922
Flanker,8,28,B1,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1031
Flanker,8,29,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,844
Flanker,8,30,B1,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,860
Flanker,8,31,B1,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1344
Flanker,8,32,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,844
Flanker,8,33,B1,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,922
Flanker,8,34,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1094
Flanker,8,35,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,953
Flanker,8,36,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1156
Flanker,8,37,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,906
Flanker,8,38,B1,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,844
Flanker,8,39,B1,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1234
Flanker,8,40,B1,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1265
Flanker,8,41,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,828
Flanker,8,42,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,985
Flanker,8,43,B1,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1000
Flanker,8,44,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1500
Flanker,8,45,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,968
Flanker,8,46,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1109
Flanker,8,47,B1,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,938
Flanker,8,48,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,828
Flanker,8,49,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,891
Flanker,8,50,B1,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,906
Flanker,8,52,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,999
Flanker,8,53,B2,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,859
Flanker,8,54,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,781
Flanker,8,55,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,875
Flanker,8,56,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,766
Flanker,8,57,B2,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,844
Flanker,8,58,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1063
Flanker,8,59,B2,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1219
Flanker,8,60,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,843
Flanker,8,61,B2,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1219
Flanker,8,62,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,890
Flanker,8,63,B2,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1078
Flanker,8,64,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1234
Flanker,8,65,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1141
Flanker,8,66,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,828
Flanker,8,67,B2,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,844
Flanker,8,68,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1140
Flanker,8,69,B2,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,906
Flanker,8,70,B2,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,875
Flanker,8,71,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,813
Flanker,8,72,B2,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1266
Flanker,8,73,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1390
Flanker,8,74,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,906
Flanker,8,75,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1046
Flanker,8,77,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,843
Flanker,8,78,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,811
Flanker,8,79,B2,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1107
Flanker,8,80,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,952
Flanker,8,81,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,920
Flanker,8,82,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1310
Flanker,8,83,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1482
Flanker,8,84,B2,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1295
Flanker,8,85,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,952
Flanker,8,86,B2,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1014
Flanker,8,87,B2,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1123
Flanker,8,88,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,874
Flanker,8,89,B2,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1326
Flanker,8,90,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,983
Flanker,8,91,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1139
Flanker,8,92,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1076
Flanker,8,93,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,905
Flanker,8,94,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1388
Flanker,8,95,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1014
Flanker,8,96,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1015
Flanker,8,97,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,905
Flanker,8,98,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1045
Flanker,8,99,B2,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,812
