Task,subject,trial,Split Half,Split OddEven,stimfile,condition,code,previous trial,current trial,correct_response_side,response_repetition,stimulus_TYPE_repetition,resp_1,resp_2,response,distractor,error,post-error,RT
Flanker,1,2,B1,Even,incongruent_right.jpg,2,incongruent_right,,incongruent,,,,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,2452
Flanker,1,3,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1438
Flanker,1,4,B1,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1000
Flanker,1,5,B1,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,2218
Flanker,1,6,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1140
Flanker,1,7,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,953
Flanker,1,8,B1,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1296
Flanker,1,9,B1,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1031
Flanker,1,10,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1406
Flanker,1,11,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1109
Flanker,1,12,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1218
Flanker,1,13,B1,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1016
Flanker,1,14,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1203
Flanker,1,15,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,796
Flanker,1,16,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,999
Flanker,1,17,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1328
Flanker,1,18,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1062
Flanker,1,19,B1,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1375
Flanker,1,20,B1,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,875
Flanker,1,21,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,937
Flanker,1,22,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,937
Flanker,1,23,B1,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,843
Flanker,1,24,B1,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,938
Flanker,1,25,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1093
Flanker,1,27,B1,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1000
Flanker,1,28,B1,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1077
Flanker,1,29,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,890
Flanker,1,30,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1046
Flanker,1,31,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1187
Flanker,1,32,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,828
Flanker,1,33,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,812
Flanker,1,34,B1,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,952
Flanker,1,35,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,843
Flanker,1,36,B1,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1406
Flanker,1,37,B1,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,921
Flanker,1,38,B1,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,953
Flanker,1,39,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1000
Flanker,1,40,B1,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1281
Flanker,1,41,B1,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,937
Flanker,1,42,B1,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,906
Flanker,1,43,B1,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,922
Flanker,1,44,B1,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,797
Flanker,1,45,B1,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1047
Flanker,1,46,B1,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1328
Flanker,1,47,B1,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,844
Flanker,1,48,B1,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,875
Flanker,1,49,B1,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,765
Flanker,1,50,B1,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1078
Flanker,1,52,B2,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,922
Flanker,1,53,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,797
Flanker,1,54,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1109
Flanker,1,55,B2,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,671
Flanker,1,56,B2,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1047
Flanker,1,57,B2,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1297
Flanker,1,58,B2,Even,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,969
Flanker,1,59,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1000
Flanker,1,60,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,797
Flanker,1,61,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1156
Flanker,1,62,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,844
Flanker,1,63,B2,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,906
Flanker,1,64,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,859
Flanker,1,65,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,859
Flanker,1,66,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,922
Flanker,1,67,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1218
Flanker,1,68,B2,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1032
Flanker,1,69,B2,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,875
Flanker,1,70,B2,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,750
Flanker,1,71,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,984
Flanker,1,72,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,890
Flanker,1,73,B2,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,859
Flanker,1,74,B2,Even,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,890
Flanker,1,75,B2,Odd,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,906
Flanker,1,77,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,797
Flanker,1,78,B2,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1078
Flanker,1,79,B2,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,984
Flanker,1,80,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1000
Flanker,1,81,B2,Odd,incongruent_right.jpg,2,incongruent_right,congruent,incongruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1031
Flanker,1,82,B2,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1015
Flanker,1,83,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1344
Flanker,1,84,B2,Even,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,750
Flanker,1,85,B2,Odd,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1078
Flanker,1,86,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,765
Flanker,1,87,B2,Odd,congruent_right.jpg,1,congruent_right,incongruent,congruent,right,switch,switch,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,813
Flanker,1,88,B2,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,672
Flanker,1,89,B2,Odd,congruent_right.jpg,1,congruent_right,congruent,congruent,right,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1047
Flanker,1,90,B2,Even,congruent_left.jpg,1,congruent_left,congruent,congruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1234
Flanker,1,91,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,749
Flanker,1,92,B2,Even,congruent_right.jpg,1,congruent_right,congruent,congruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,906
Flanker,1,93,B2,Odd,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1187
Flanker,1,94,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1016
Flanker,1,95,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1156
Flanker,1,96,B2,Even,congruent_left.jpg,1,congruent_left,incongruent,congruent,left,switch,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,999
Flanker,1,97,B2,Odd,congruent_left.jpg,1,congruent_left,congruent,congruent,left,repeat,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1094
Flanker,1,98,B2,Even,incongruent_left.jpg,2,incongruent_left,congruent,incongruent,left,repeat,switch,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1062
Flanker,1,99,B2,Odd,incongruent_right.jpg,2,incongruent_right,incongruent,incongruent,right,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,2,1,0,0,1063
Flanker,1,100,B2,Even,incongruent_left.jpg,2,incongruent_left,incongruent,incongruent,left,switch,repeat,~left_response_box.jpg,~right_response_box.jpg,1,2,0,0,1016
Stroop,1,2,B1,Even,incongruent_red_blue.jpg,2,incongruent_red_blue,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,2250
Stroop,1,3,B1,Odd,incongruent_orange_green.jpg,2,incongruent_orange_green,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1578
Stroop,1,4,B1,Even,incongruent_orange_green.jpg,2,incongruent_orange_green,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1421
Stroop,1,5,B1,Odd,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1937
Stroop,1,6,B1,Even,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1890
Stroop,1,7,B1,Odd,incongruent_red_orange.jpg,2,incongruent_red_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1484
Stroop,1,8,B1,Even,congruent_red.jpg,1,congruent_red,incongruent,congruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1172
Stroop,1,9,B1,Odd,incongruent_orange_red.jpg,2,incongruent_orange_red,congruent,incongruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1656
Stroop,1,10,B1,Even,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,2437
Stroop,1,11,B1,Odd,incongruent_blue_orange.jpg,2,incongruent_blue_orange,congruent,incongruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,938
Stroop,1,12,B1,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,891
Stroop,1,13,B1,Odd,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,953
Stroop,1,14,B1,Even,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1218
Stroop,1,15,B1,Odd,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,906
Stroop,1,16,B1,Even,incongruent_orange_blue.jpg,2,incongruent_orange_blue,congruent,incongruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,999
Stroop,1,17,B1,Odd,incongruent_blue_red.jpg,2,incongruent_blue_red,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1281
Stroop,1,18,B1,Even,congruent_green.jpg,1,congruent_green,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,875
Stroop,1,19,B1,Odd,congruent_green.jpg,1,congruent_green,congruent,congruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1265
Stroop,1,20,B1,Even,incongruent_blue_red.jpg,2,incongruent_blue_red,congruent,incongruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1499
Stroop,1,21,B1,Odd,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,875
Stroop,1,22,B1,Even,incongruent_blue_green.jpg,2,incongruent_blue_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1015
Stroop,1,23,B1,Odd,incongruent_orange_green.jpg,2,incongruent_orange_green,incongruent,incongruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1187
Stroop,1,24,B1,Even,congruent_red.jpg,1,congruent_red,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1062
Stroop,1,25,B1,Odd,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1094
Stroop,1,27,B1,Odd,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1031
Stroop,1,28,B1,Even,congruent_orange.jpg,1,congruent_orange,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,812
Stroop,1,29,B1,Odd,incongruent_green_red.jpg,2,incongruent_green_red,congruent,incongruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1468
Stroop,1,30,B1,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,859
Stroop,1,31,B1,Odd,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,906
Stroop,1,32,B1,Even,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1032
Stroop,1,33,B1,Odd,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1000
Stroop,1,34,B1,Even,incongruent_blue_green.jpg,2,incongruent_blue_green,congruent,incongruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1750
Stroop,1,35,B1,Odd,incongruent_green_red.jpg,2,incongruent_green_red,incongruent,incongruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,843
Stroop,1,36,B1,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1109
Stroop,1,37,B1,Odd,congruent_green.jpg,1,congruent_green,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,828
Stroop,1,38,B1,Even,congruent_green.jpg,1,congruent_green,congruent,congruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,906
Stroop,1,39,B1,Odd,incongruent_red_orange.jpg,2,incongruent_red_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,875
Stroop,1,40,B1,Even,incongruent_red_green.jpg,2,incongruent_red_green,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,968
Stroop,1,41,B1,Odd,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,828
Stroop,1,42,B1,Even,incongruent_blue_green.jpg,2,incongruent_blue_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1890
Stroop,1,43,B1,Odd,congruent_red.jpg,1,congruent_red,incongruent,congruent,left,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,813
Stroop,1,44,B1,Even,incongruent_green_blue.jpg,2,incongruent_green_blue,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1266
Stroop,1,45,B1,Odd,incongruent_orange_blue.jpg,2,incongruent_orange_blue,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,953
Stroop,1,46,B1,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1109
Stroop,1,47,B1,Odd,congruent_blue.jpg,1,congruent_blue,congruent,congruent,right,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1234
Stroop,1,48,B1,Even,incongruent_orange_blue.jpg,2,incongruent_orange_blue,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,921
Stroop,1,49,B1,Odd,incongruent_green_orange.jpg,2,incongruent_green_orange,incongruent,incongruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,953
Stroop,1,50,B1,Even,incongruent_red_blue.jpg,2,incongruent_red_blue,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1016
Stroop,1,52,B2,Even,incongruent_red_orange.jpg,2,incongruent_red_orange,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,1343
Stroop,1,53,B2,Odd,incongruent_green_red.jpg,2,incongruent_green_red,incongruent,incongruent,left,repeat,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,844
Stroop,1,54,B2,Even,incongruent_blue_orange.jpg,2,incongruent_blue_orange,incongruent,incongruent,right,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1828
Stroop,1,55,B2,Odd,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,938
Stroop,1,56,B2,Even,congruent_red.jpg,1,congruent_red,congruent,congruent,left,switch,repeat,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,984
Stroop,1,57,B2,Odd,incongruent_green_orange.jpg,2,incongruent_green_orange,congruent,incongruent,left,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,1,2,0,0,891
Stroop,1,58,B2,Even,congruent_blue.jpg,1,congruent_blue,incongruent,congruent,right,switch,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,734
Stroop,1,59,B2,Odd,incongruent_blue_orange.jpg,2,incongruent_blue_orange,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1266
Stroop,1,60,B2,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,813
Stroop,1,61,B2,Odd,incongruent_blue_green.jpg,2,incongruent_blue_green,congruent,incongruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,1000
Stroop,1,62,B2,Even,congruent_orange.jpg,1,congruent_orange,incongruent,congruent,right,repeat,switch,~red_green_responsebox.jpg,~blue_orange_responsebox.jpg,2,1,0,0,876
